Name,Team,Pos,Games,G,GPG,A,APG,Pts,ptsPG,PLMI,PLMIPG,PIM,PIMPG,SOG,SOGPG,GWG,PPG,PPGPG,PPA,PPAPG,PPP,PPPPG,SHG,SHGPG,SHA,SHAPG,Hits,HitsPG,BS,BSPG
David Backes,BOS,RW,70,7,0.1,13,0.185714286,20,0.285714286,0,0,31,0.442857143,129,1.842857143,1,2,0.028571429,5,0.071428571,7,0.1,0,0,0,0,140,2,30,0.428571429
Carter Rowney,ANH,C,62,7,0.112903226,13,0.209677419,20,0.322580645,0,0,12,0.193548387,53,0.85483871,0,0,0,0,0,0,0,1,0.016129032,0,0,178,2.870967742,35,0.564516129
Matt Cullen,FA,C,71,7,0.098591549,13,0.183098592,20,0.281690141,6,0.084507042,14,0.197183099,87,1.225352113,2,0,0,0,0,0,0,2,0.028169014,2,0.028169014,32,0.450704225,31,0.436619718
Jordan Oesterle,ARI,D,71,6,0.084507042,14,0.197183099,20,0.281690141,-3,-0.042253521,12,0.169014085,77,1.084507042,0,3,0.042253521,4,0.056338028,7,0.098591549,0,0,0,0,58,0.816901408,139,1.957746479
Milan Lucic,CGY,LW,79,6,0.075949367,14,0.17721519,20,0.253164557,-9,-0.113924051,91,1.151898734,74,0.936708861,0,2,0.025316456,2,0.025316456,4,0.050632911,0,0,0,0,259,3.278481013,22,0.278481013
Danny DeKeyser,DET,D,52,5,0.096153846,15,0.288461538,20,0.384615385,2,0.038461538,39,0.75,59,1.134615385,3,0,0,0,0,0,0,0,0,0,0,79,1.519230769,94,1.807692308
Travis Boyd,WAS,C,53,5,0.094339623,15,0.283018868,20,0.377358491,6,0.113207547,6,0.113207547,35,0.660377358,1,0,0,2,0.037735849,2,0.037735849,0,0,0,0,13,0.245283019,21,0.396226415
Ben Hutton,FA,D,69,5,0.072463768,15,0.217391304,20,0.289855072,-23,-0.333333333,43,0.623188406,114,1.652173913,1,1,0.014492754,7,0.101449275,8,0.115942029,0,0,1,0.014492754,55,0.797101449,102,1.47826087
Robert Hagg,PHI,D,82,5,0.06097561,15,0.182926829,20,0.243902439,-3,-0.036585366,63,0.768292683,86,1.048780488,1,0,0,0,0,0,0,0,0,0,0,258,3.146341463,158,1.926829268
Ben Chiarot,MON,D,78,5,0.064102564,15,0.192307692,20,0.256410256,6,0.076923077,62,0.794871795,111,1.423076923,1,0,0,0,0,0,0,0,0,1,0.012820513,171,2.192307692,139,1.782051282
Jakob Chychrun,ARI,D,53,5,0.094339623,15,0.283018868,20,0.377358491,-12,-0.226415094,28,0.528301887,117,2.20754717,0,3,0.056603774,5,0.094339623,8,0.150943396,0,0,0,0,74,1.396226415,77,1.452830189
Radko Gudas,WAS,D,77,4,0.051948052,16,0.207792208,20,0.25974026,6,0.077922078,63,0.818181818,136,1.766233766,0,0,0,0,0,0,0,0,0,0,0,255,3.311688312,133,1.727272727
Adam Larsson,EDM,D,82,3,0.036585366,17,0.207317073,20,0.243902439,-28,-0.341463415,44,0.536585366,117,1.426829268,0,0,0,0,0,0,0,0,0,1,0.012195122,256,3.12195122,128,1.56097561
Nick Jensen,WAS,D,80,2,0.025,18,0.225,20,0.25,4,0.05,21,0.2625,94,1.175,0,0,0,0,0,0,0,0,0,1,0.0125,82,1.025,105,1.3125
Chris Wagner,BOS,RW,76,12,0.157894737,7,0.092105263,19,0.25,3,0.039473684,51,0.671052632,135,1.776315789,1,0,0,0,0,0,0,0,0,0,0,247,3.25,38,0.5
Magnus Paajarvi,FA,LW,80,11,0.1375,8,0.1,19,0.2375,-14,-0.175,6,0.075,119,1.4875,1,0,0,0,0,0,0,1,0.0125,1,0.0125,65,0.8125,67,0.8375
Garnet Hathaway,WAS,RW,76,11,0.144736842,8,0.105263158,19,0.25,14,0.184210526,56,0.736842105,77,1.013157895,5,0,0,0,0,0,0,2,0.026315789,0,0,200,2.631578947,36,0.473684211
Riley Sheahan,EDM,C,82,9,0.109756098,10,0.12195122,19,0.231707317,-9,-0.109756098,17,0.207317073,110,1.341463415,2,0,0,0,0,0,0,1,0.012195122,1,0.012195122,72,0.87804878,44,0.536585366
Brian Gibbons,CAR,C,64,8,0.125,11,0.171875,19,0.296875,-5,-0.078125,20,0.3125,50,0.78125,0,0,0,0,0,0,0,0,0,0,0,40,0.625,29,0.453125
Marcus Foligno,MIN,LW,82,7,0.085365854,12,0.146341463,19,0.231707317,-1,-0.012195122,55,0.670731707,91,1.109756098,0,0,0,1,0.012195122,1,0.012195122,0,0,1,0.012195122,206,2.512195122,43,0.524390244
Travis Hamonic,CGY,D,69,7,0.101449275,12,0.173913043,19,0.275362319,21,0.304347826,33,0.47826087,128,1.855072464,1,0,0,0,0,0,0,1,0.014492754,2,0.028985507,44,0.637681159,167,2.420289855
James Neal,EDM,RW,63,7,0.111111111,12,0.19047619,19,0.301587302,-5,-0.079365079,28,0.444444444,141,2.238095238,1,2,0.031746032,4,0.063492063,6,0.095238095,0,0,0,0,46,0.73015873,19,0.301587302
Justin Abdelkader,DET,LW,71,6,0.084507042,13,0.183098592,19,0.267605634,-14,-0.197183099,38,0.535211268,95,1.338028169,0,1,0.014084507,1,0.014084507,2,0.028169014,1,0.014084507,0,0,185,2.605633803,34,0.478873239
Carl Hagelin,WAS,LW,58,5,0.086206897,14,0.24137931,19,0.327586207,7,0.120689655,30,0.517241379,99,1.706896552,2,0,0,0,0,0,0,0,0,0,0,64,1.103448276,20,0.344827586
Scott Mayfield,NYI,D,79,4,0.050632911,15,0.189873418,19,0.240506329,18,0.227848101,68,0.860759494,104,1.316455696,0,0,0,0,0,0,0,1,0.012658228,0,0,118,1.493670886,159,2.012658228
David Kampf,CHI,RW,63,4,0.063492063,15,0.238095238,19,0.301587302,-6,-0.095238095,14,0.222222222,72,1.142857143,0,0,0,0,0,0,0,0,0,0,0,39,0.619047619,30,0.476190476
Zach Bogosian,BUF,D,65,3,0.046153846,16,0.246153846,19,0.292307692,-5,-0.076923077,52,0.8,93,1.430769231,0,0,0,1,0.015384615,1,0.015384615,1,0.015384615,0,0,83,1.276923077,116,1.784615385
Johnny Boychuk,NYI,D,74,3,0.040540541,16,0.216216216,19,0.256756757,10,0.135135135,25,0.337837838,157,2.121621622,1,1,0.013513514,2,0.027027027,3,0.040540541,0,0,1,0.013513514,144,1.945945946,120,1.621621622
Rasmus Andersson,CGY,D,79,2,0.025316456,17,0.215189873,19,0.240506329,17,0.215189873,23,0.291139241,115,1.455696203,0,0,0,2,0.025316456,2,0.025316456,0,0,0,0,52,0.658227848,83,1.050632911
Conor Garland,ARI,RW,47,13,0.276595745,5,0.106382979,18,0.382978723,1,0.021276596,12,0.255319149,118,2.510638298,2,4,0.085106383,2,0.042553191,6,0.127659574,0,0,0,0,33,0.70212766,17,0.361702128
Tyler Ennis,OTT,LW,51,12,0.235294118,6,0.117647059,18,0.352941176,-6,-0.117647059,2,0.039215686,81,1.588235294,1,2,0.039215686,3,0.058823529,5,0.098039216,0,0,0,0,49,0.960784314,14,0.274509804
Brandon Pirri,VGK,C,31,12,0.387096774,6,0.193548387,18,0.580645161,7,0.225806452,6,0.193548387,82,2.64516129,3,3,0.096774194,1,0.032258065,4,0.129032258,0,0,0,0,29,0.935483871,13,0.419354839
Christian Fischer,ARI,RW,71,11,0.154929577,7,0.098591549,18,0.253521127,-13,-0.183098592,27,0.38028169,116,1.633802817,0,0,0,0,0,0,0,0,0,0,0,124,1.746478873,19,0.267605634
Michael Rasmussen,DET,C,62,8,0.129032258,10,0.161290323,18,0.290322581,-8,-0.129032258,29,0.467741935,74,1.193548387,0,4,0.064516129,0,0,4,0.064516129,0,0,0,0,84,1.35483871,28,0.451612903
Henrik Borgstrom,FLA,C,50,8,0.16,10,0.2,18,0.36,-14,-0.28,4,0.08,54,1.08,0,3,0.06,4,0.08,7,0.14,0,0,0,0,11,0.22,12,0.24
Blake Comeau,DAL,LW,77,7,0.090909091,11,0.142857143,18,0.233766234,-7,-0.090909091,42,0.545454545,102,1.324675325,2,0,0,0,0,0,0,0,0,0,0,208,2.701298701,40,0.519480519
Michael Raffl,PHI,LW,67,6,0.089552239,12,0.179104478,18,0.268656716,-1,-0.014925373,32,0.47761194,65,0.970149254,1,0,0,0,0,0,0,1,0.014925373,0,0,96,1.432835821,29,0.432835821
Austin Czarnik,CGY,C,54,6,0.111111111,12,0.222222222,18,0.333333333,-1,-0.018518519,8,0.148148148,65,1.203703704,3,0,0,3,0.055555556,3,0.055555556,0,0,0,0,10,0.185185185,24,0.444444444
Ryan Carpenter,CHI,C,68,5,0.073529412,13,0.191176471,18,0.264705882,-6,-0.088235294,8,0.117647059,102,1.5,0,0,0,0,0,0,0,1,0.014705882,1,0.014705882,126,1.852941176,17,0.25
Zemgus Girgensons,BUF,C,72,5,0.069444444,13,0.180555556,18,0.25,-11,-0.152777778,17,0.236111111,78,1.083333333,0,0,0,0,0,0,0,0,0,0,0,144,2,29,0.402777778
Devon Toews,NYI,D,48,5,0.104166667,13,0.270833333,18,0.375,7,0.145833333,4,0.083333333,81,1.6875,2,1,0.020833333,3,0.0625,4,0.083333333,0,0,0,0,24,0.5,30,0.625
Alec Martinez,LA,D,60,4,0.066666667,14,0.233333333,18,0.3,-2,-0.033333333,8,0.133333333,78,1.3,2,0,0,2,0.033333333,2,0.033333333,0,0,0,0,78,1.3,135,2.25
Jonas Brodin,MIN,D,82,4,0.048780488,14,0.170731707,18,0.219512195,-15,-0.182926829,30,0.365853659,111,1.353658537,2,0,0,1,0.012195122,1,0.012195122,1,0.012195122,0,0,61,0.743902439,135,1.646341463
Matt Grzelcyk,BOS,D,66,3,0.045454545,15,0.227272727,18,0.272727273,9,0.136363636,68,1.03030303,90,1.363636364,0,1,0.015151515,5,0.075757576,6,0.090909091,0,0,0,0,46,0.696969697,60,0.909090909
Jujhar Khaira,EDM,C,60,3,0.05,15,0.25,18,0.3,-12,-0.2,43,0.716666667,64,1.066666667,0,0,0,0,0,0,0,1,0.016666667,1,0.016666667,123,2.05,33,0.55
Cedric Paquette,TB,C,80,13,0.1625,4,0.05,17,0.2125,7,0.0875,80,1,87,1.0875,1,0,0,0,0,0,0,2,0.025,0,0,269,3.3625,61,0.7625
Brendan Lemieux,NYR,LW,63,12,0.19047619,5,0.079365079,17,0.26984127,6,0.095238095,108,1.714285714,67,1.063492063,1,0,0,0,0,0,0,0,0,0,0,129,2.047619048,31,0.492063492
Tomas Nosek,VGK,LW,68,8,0.117647059,9,0.132352941,17,0.25,-10,-0.147058824,18,0.264705882,116,1.705882353,1,0,0,0,0,0,0,1,0.014705882,0,0,75,1.102941176,23,0.338235294
Zach Aston-Reese,PIT,C,43,8,0.186046512,9,0.209302326,17,0.395348837,12,0.279069767,26,0.604651163,76,1.76744186,1,0,0,0,0,0,0,1,0.023255814,0,0,138,3.209302326,37,0.860465116
Barclay Goodrow,SJ,LW,82,7,0.085365854,10,0.12195122,17,0.207317073,4,0.048780488,76,0.926829268,84,1.024390244,3,0,0,0,0,0,0,1,0.012195122,0,0,125,1.524390244,68,0.829268293
Ryan Callahan,OTT,RW,52,7,0.134615385,10,0.192307692,17,0.326923077,7,0.134615385,14,0.269230769,76,1.461538462,3,1,0.019230769,0,0,1,0.019230769,0,0,1,0.019230769,89,1.711538462,25,0.480769231
Darren Helm,DET,C,61,7,0.114754098,10,0.163934426,17,0.278688525,-11,-0.180327869,20,0.327868852,107,1.754098361,0,0,0,0,0,0,0,1,0.016393443,3,0.049180328,50,0.819672131,26,0.426229508
Sven Andrighetto,FA,RW,64,7,0.109375,10,0.15625,17,0.265625,10,0.15625,14,0.21875,95,1.484375,1,0,0,0,0,0,0,0,0,0,0,29,0.453125,32,0.5
Andrew Cogliano,DAL,LW,78,6,0.076923077,11,0.141025641,17,0.217948718,1,0.012820513,22,0.282051282,106,1.358974359,1,1,0.012820513,0,0,1,0.012820513,0,0,0,0,68,0.871794872,32,0.41025641
Luke Kunin,MIN,C,49,6,0.12244898,11,0.224489796,17,0.346938776,-9,-0.183673469,27,0.551020408,88,1.795918367,1,0,0,1,0.020408163,1,0.020408163,0,0,0,0,67,1.367346939,34,0.693877551
Brett Kulak,MON,D,57,6,0.105263158,11,0.192982456,17,0.298245614,12,0.210526316,31,0.543859649,102,1.789473684,3,0,0,0,0,0,0,1,0.01754386,0,0,107,1.877192982,64,1.122807018
Matt Benning,EDM,D,70,5,0.071428571,12,0.171428571,17,0.242857143,11,0.157142857,33,0.471428571,94,1.342857143,0,0,0,1,0.014285714,1,0.014285714,0,0,1,0.014285714,109,1.557142857,59,0.842857143
Sami Vatanen,NJ,D,50,4,0.08,13,0.26,17,0.34,-17,-0.34,22,0.44,107,2.14,0,3,0.06,2,0.04,5,0.1,0,0,0,0,68,1.36,77,1.54
Travis Dermott,TOR,D,64,4,0.0625,13,0.203125,17,0.265625,-5,-0.078125,22,0.34375,98,1.53125,0,0,0,0,0,0,0,0,0,0,0,100,1.5625,57,0.890625
Jay Bouwmeester,STL,D,78,3,0.038461538,14,0.179487179,17,0.217948718,-3,-0.038461538,40,0.512820513,82,1.051282051,1,0,0,0,0,0,0,0,0,0,0,61,0.782051282,127,1.628205128
Anton Stralman,FLA,D,47,2,0.042553191,15,0.319148936,17,0.361702128,12,0.255319149,8,0.170212766,57,1.212765957,0,0,0,1,0.021276596,1,0.021276596,0,0,0,0,59,1.255319149,71,1.510638298
Scott Harrington,CLS,D,73,2,0.02739726,15,0.205479452,17,0.232876712,6,0.082191781,23,0.315068493,54,0.739726027,0,0,0,0,0,0,0,0,0,0,0,73,1,81,1.109589041
Melker Karlsson,SJ,C,79,12,0.151898734,4,0.050632911,16,0.202531646,-1,-0.012658228,26,0.329113924,79,1,2,0,0,0,0,0,0,0,0,0,0,67,0.848101266,39,0.493670886
Tyler Motte,VAN,C,74,9,0.121621622,7,0.094594595,16,0.216216216,-12,-0.162162162,10,0.135135135,114,1.540540541,1,0,0,0,0,0,0,2,0.027027027,0,0,200,2.702702703,52,0.702702703
Michael Grabner,ARI,RW,41,9,0.219512195,7,0.170731707,16,0.390243902,-2,-0.048780488,8,0.195121951,65,1.585365854,1,0,0,0,0,0,0,6,0.146341463,3,0.073170732,28,0.682926829,15,0.365853659
Dennis Cholowski,DET,D,52,7,0.134615385,9,0.173076923,16,0.307692308,-20,-0.384615385,16,0.307692308,71,1.365384615,1,4,0.076923077,5,0.096153846,9,0.173076923,0,0,0,0,18,0.346153846,50,0.961538462
Austin Watson,NSH,LW,37,7,0.189189189,9,0.243243243,16,0.432432432,11,0.297297297,39,1.054054054,64,1.72972973,1,1,0.027027027,0,0,1,0.027027027,0,0,0,0,109,2.945945946,28,0.756756757
Denis Malgin,FLA,C,50,7,0.14,9,0.18,16,0.32,-10,-0.2,14,0.28,66,1.32,0,0,0,1,0.02,1,0.02,0,0,0,0,40,0.8,21,0.42
Erik Cernak,TB,D,58,5,0.086206897,11,0.189655172,16,0.275862069,25,0.431034483,58,1,107,1.844827586,1,1,0.017241379,0,0,1,0.017241379,0,0,0,0,198,3.413793103,79,1.362068966
Brayden McNabb,VGK,D,81,4,0.049382716,12,0.148148148,16,0.197530864,11,0.135802469,52,0.641975309,84,1.037037037,1,0,0,0,0,0,0,0,0,1,0.012345679,200,2.469135802,139,1.716049383
Dan Girardi,FA,D,62,4,0.064516129,12,0.193548387,16,0.258064516,6,0.096774194,12,0.193548387,75,1.209677419,0,0,0,0,0,0,0,0,0,1,0.016129032,151,2.435483871,108,1.741935484
Kris Russell,EDM,D,72,3,0.041666667,13,0.180555556,16,0.222222222,5,0.069444444,27,0.375,63,0.875,0,0,0,0,0,0,0,0,0,1,0.013888889,93,1.291666667,185,2.569444444
Josh Manson,ANH,D,74,3,0.040540541,13,0.175675676,16,0.216216216,-8,-0.108108108,62,0.837837838,96,1.297297297,0,0,0,0,0,0,0,0,0,1,0.013513514,184,2.486486486,90,1.216216216
Alex Biega,VAN,D,41,2,0.048780488,14,0.341463415,16,0.390243902,0,0,22,0.536585366,91,2.219512195,0,0,0,1,0.024390244,1,0.024390244,0,0,0,0,101,2.463414634,43,1.048780488
Justin Braun,PHI,D,78,2,0.025641026,14,0.179487179,16,0.205128205,-14,-0.179487179,35,0.448717949,105,1.346153846,0,0,0,1,0.012820513,1,0.012820513,0,0,0,0,121,1.551282051,120,1.538461538
Warren Foegele,CAR,LW,77,10,0.12987013,5,0.064935065,15,0.194805195,-17,-0.220779221,20,0.25974026,106,1.376623377,3,0,0,0,0,0,0,0,0,0,0,126,1.636363636,19,0.246753247
Eric Fehr,FA,RW,72,7,0.097222222,8,0.111111111,15,0.208333333,-8,-0.111111111,30,0.416666667,67,0.930555556,0,0,0,0,0,0,0,0,0,1,0.013888889,40,0.555555556,48,0.666666667
Max Lajoie,OTT,D,56,7,0.125,8,0.142857143,15,0.267857143,-25,-0.446428571,20,0.357142857,79,1.410714286,0,4,0.071428571,4,0.071428571,8,0.142857143,0,0,0,0,34,0.607142857,82,1.464285714
Pierre-Edouard Bellemare,COL,C,76,6,0.078947368,9,0.118421053,15,0.197368421,2,0.026315789,6,0.078947368,108,1.421052632,0,0,0,0,0,0,0,2,0.026315789,0,0,71,0.934210526,51,0.671052632
Colton Sceviour,FLA,RW,59,5,0.084745763,10,0.169491525,15,0.254237288,-2,-0.033898305,15,0.254237288,116,1.966101695,0,0,0,1,0.016949153,1,0.016949153,0,0,0,0,89,1.508474576,58,0.983050847
MacKenzie Weegar,FLA,D,64,4,0.0625,11,0.171875,15,0.234375,-3,-0.046875,64,1,79,1.234375,2,0,0,1,0.015625,1,0.015625,0,0,0,0,127,1.984375,103,1.609375
Nick Holden,VGK,D,61,3,0.049180328,12,0.196721311,15,0.245901639,5,0.081967213,14,0.229508197,77,1.262295082,0,0,0,0,0,0,0,0,0,2,0.032786885,104,1.704918033,76,1.245901639
Jon Merrill,VGK,D,57,3,0.052631579,12,0.210526316,15,0.263157895,16,0.280701754,53,0.929824561,72,1.263157895,0,0,0,0,0,0,0,1,0.01754386,0,0,71,1.245614035,72,1.263157895
Justin Schultz,PIT,D,29,2,0.068965517,13,0.448275862,15,0.517241379,0,0,4,0.137931034,47,1.620689655,0,1,0.034482759,5,0.172413793,6,0.206896552,0,0,0,0,25,0.862068966,41,1.413793103
Ian Cole,COL,D,71,2,0.028169014,13,0.183098592,15,0.211267606,-1,-0.014084507,115,1.61971831,82,1.154929577,0,0,0,0,0,0,0,0,0,0,0,107,1.507042254,178,2.507042254
Sven Baertschi,VAN,LW,26,9,0.346153846,5,0.192307692,14,0.538461538,-9,-0.346153846,6,0.230769231,43,1.653846154,0,3,0.115384615,4,0.153846154,7,0.269230769,0,0,0,0,18,0.692307692,13,0.5
Joel Eriksson Ek,MIN,C,58,7,0.120689655,7,0.120689655,14,0.24137931,-7,-0.120689655,20,0.344827586,111,1.913793103,2,0,0,0,0,0,0,0,0,0,0,117,2.017241379,24,0.413793103
Nikita Zadorov,COL,D,70,7,0.1,7,0.1,14,0.2,19,0.271428571,75,1.071428571,100,1.428571429,0,0,0,0,0,0,0,0,0,0,0,228,3.257142857,67,0.957142857
Matt Martin,NYI,LW,67,6,0.089552239,8,0.119402985,14,0.208955224,5,0.074626866,53,0.791044776,62,0.925373134,1,0,0,0,0,0,0,0,0,0,0,275,4.104477612,42,0.626865672
Brandon Dubinsky,CLS,C,61,6,0.098360656,8,0.131147541,14,0.229508197,-16,-0.262295082,36,0.590163934,63,1.032786885,0,0,0,0,0,0,0,0,0,1,0.016393443,147,2.409836066,28,0.459016393
Johan Larsson,BUF,C,73,6,0.082191781,8,0.109589041,14,0.191780822,-8,-0.109589041,37,0.506849315,79,1.082191781,0,0,0,0,0,0,0,1,0.01369863,0,0,112,1.534246575,44,0.602739726
Noel Acciari,FLA,C,72,6,0.083333333,8,0.111111111,14,0.194444444,-3,-0.041666667,47,0.652777778,99,1.375,2,0,0,0,0,0,0,0,0,0,0,221,3.069444444,36,0.5
Rudolfs Balcers,OTT,LW,36,5,0.138888889,9,0.25,14,0.388888889,-7,-0.194444444,10,0.277777778,48,1.333333333,1,3,0.083333333,1,0.027777778,4,0.111111111,0,0,0,0,18,0.5,24,0.666666667
Zdeno Chara,BOS,D,62,5,0.080645161,9,0.14516129,14,0.225806452,22,0.35483871,57,0.919354839,99,1.596774194,2,1,0.016129032,2,0.032258065,3,0.048387097,0,0,0,0,81,1.306451613,88,1.419354839
Derek Grant,ANH,C,56,4,0.071428571,10,0.178571429,14,0.25,-6,-0.107142857,14,0.25,74,1.321428571,1,0,0,0,0,0,0,0,0,1,0.017857143,92,1.642857143,29,0.517857143
Jake McCabe,BUF,D,59,4,0.06779661,10,0.169491525,14,0.237288136,-4,-0.06779661,35,0.593220339,64,1.084745763,0,0,0,0,0,0,0,1,0.016949153,0,0,103,1.745762712,99,1.677966102
Frederik Gauthier,TOR,C,70,3,0.042857143,11,0.157142857,14,0.2,3,0.042857143,12,0.171428571,46,0.657142857,0,0,0,0,0,0,0,0,0,0,0,98,1.4,28,0.4
Nikita Zaitsev,OTT,D,81,3,0.037037037,11,0.135802469,14,0.172839506,2,0.024691358,18,0.222222222,71,0.87654321,0,0,0,0,0,0,0,0,0,0,0,139,1.716049383,151,1.864197531
Trevor van Riemsdyk,CAR,D,78,3,0.038461538,11,0.141025641,14,0.179487179,-4,-0.051282051,10,0.128205128,102,1.307692308,1,0,0,0,0,0,0,0,0,0,0,42,0.538461538,84,1.076923077
Derek Forbort,LA,D,81,2,0.024691358,12,0.148148148,14,0.172839506,-13,-0.160493827,52,0.641975309,75,0.925925926,1,0,0,0,0,0,0,0,0,0,0,105,1.296296296,139,1.716049383
Olli Maatta,CHI,D,60,1,0.016666667,13,0.216666667,14,0.233333333,9,0.15,12,0.2,74,1.233333333,1,1,0.016666667,3,0.05,4,0.066666667,0,0,0,0,97,1.616666667,116,1.933333333
Calvin de Haan,CHI,D,74,1,0.013513514,13,0.175675676,14,0.189189189,1,0.013513514,20,0.27027027,102,1.378378378,1,0,0,0,0,0,0,0,0,0,0,187,2.527027027,106,1.432432432
Andrew Mangiapane,CGY,LW,44,8,0.181818182,5,0.113636364,13,0.295454545,11,0.25,12,0.272727273,65,1.477272727,1,0,0,0,0,0,0,0,0,0,0,43,0.977272727,17,0.386363636
Sam Gagner,EDM,C,32,6,0.1875,7,0.21875,13,0.40625,-6,-0.1875,14,0.4375,68,2.125,1,1,0.03125,0,0,1,0.03125,0,0,0,0,21,0.65625,7,0.21875
Marco Scandella,BUF,D,63,6,0.095238095,7,0.111111111,13,0.206349206,-13,-0.206349206,26,0.412698413,83,1.317460317,1,0,0,0,0,0,0,0,0,1,0.015873016,53,0.841269841,75,1.19047619
Michael Amadio,LA,C,43,6,0.139534884,7,0.162790698,13,0.302325581,-1,-0.023255814,6,0.139534884,37,0.860465116,0,0,0,0,0,0,0,0,0,0,0,16,0.372093023,13,0.302325581
Brett Seney,NJ,LW,51,5,0.098039216,8,0.156862745,13,0.254901961,-14,-0.274509804,31,0.607843137,49,0.960784314,0,0,0,1,0.019607843,1,0.019607843,0,0,0,0,48,0.941176471,15,0.294117647
Nate Thompson,MON,C,78,5,0.064102564,8,0.102564103,13,0.166666667,-1,-0.012820513,17,0.217948718,71,0.91025641,0,0,0,0,0,0,0,0,0,0,0,87,1.115384615,44,0.564102564
Drew Stafford,MIN,RW,57,5,0.087719298,8,0.140350877,13,0.228070175,-7,-0.122807018,18,0.315789474,77,1.350877193,0,1,0.01754386,1,0.01754386,2,0.035087719,0,0,0,0,50,0.877192982,19,0.333333333
Vladimir Sobotka,BUF,C,69,5,0.072463768,8,0.115942029,13,0.188405797,-20,-0.289855072,26,0.376811594,71,1.028985507,0,0,0,0,0,0,0,0,0,1,0.014492754,87,1.260869565,30,0.434782609
Connor Murphy,CHI,D,52,5,0.096153846,8,0.153846154,13,0.25,12,0.230769231,40,0.769230769,84,1.615384615,1,0,0,0,0,0,0,0,0,0,0,119,2.288461538,91,1.75
Rocco Grimaldi,NSH,C,53,5,0.094339623,8,0.150943396,13,0.245283019,-2,-0.037735849,10,0.188679245,81,1.528301887,0,0,0,0,0,0,0,0,0,0,0,32,0.603773585,20,0.377358491
Troy Terry,ANH,C,32,4,0.125,9,0.28125,13,0.40625,8,0.25,2,0.0625,25,0.78125,0,2,0.0625,4,0.125,6,0.1875,0,0,0,0,4,0.125,12,0.375
John Moore,BOS,D,61,4,0.06557377,9,0.147540984,13,0.213114754,0,0,26,0.426229508,97,1.590163934,1,2,0.032786885,1,0.016393443,3,0.049180328,0,0,0,0,77,1.262295082,76,1.245901639
Brendan Smith,NYR,D,63,4,0.063492063,9,0.142857143,13,0.206349206,-7,-0.111111111,71,1.126984127,66,1.047619048,0,0,0,0,0,0,0,0,0,1,0.015873016,100,1.587301587,48,0.761904762
Jay Beagle,VAN,C,57,3,0.052631579,10,0.175438596,13,0.228070175,-8,-0.140350877,18,0.315789474,45,0.789473684,0,0,0,0,0,0,0,1,0.01754386,0,0,102,1.789473684,33,0.578947368
Marc Staal,NYR,D,79,3,0.037974684,10,0.126582278,13,0.164556962,-9,-0.113924051,32,0.405063291,84,1.063291139,0,0,0,0,0,0,0,0,0,0,0,94,1.189873418,119,1.506329114
Tim Heed,SJ,D,37,2,0.054054054,11,0.297297297,13,0.351351351,9,0.243243243,10,0.27027027,41,1.108108108,0,1,0.027027027,2,0.054054054,3,0.081081081,0,0,0,0,16,0.432432432,31,0.837837838
Jack Johnson,PIT,D,82,1,0.012195122,12,0.146341463,13,0.158536585,-4,-0.048780488,41,0.5,86,1.048780488,0,1,0.012195122,1,0.012195122,2,0.024390244,0,0,2,0.024390244,233,2.841463415,147,1.792682927
Par Lindholm,BOS,C,65,1,0.015384615,12,0.184615385,13,0.2,5,0.076923077,18,0.276923077,65,1,0,0,0,0,0,0,0,0,0,0,0,58,0.892307692,55,0.846153846
Victor Mete,MON,D,71,0,0,13,0.183098592,13,0.183098592,17,0.23943662,6,0.084507042,65,0.915492958,0,0,0,0,0,0,0,0,0,0,0,21,0.295774648,95,1.338028169
Tyler Pitlick,PHI,C,47,8,0.170212766,4,0.085106383,12,0.255319149,-2,-0.042553191,6,0.127659574,75,1.595744681,1,1,0.021276596,0,0,1,0.021276596,0,0,0,0,93,1.978723404,27,0.574468085
Joakim Nordstrom,BOS,C,70,7,0.1,5,0.071428571,12,0.171428571,0,0,13,0.185714286,103,1.471428571,3,0,0,0,0,0,0,0,0,0,0,86,1.228571429,52,0.742857143
Jayce Hawryluk,FLA,C,42,7,0.166666667,5,0.119047619,12,0.285714286,-8,-0.19047619,16,0.380952381,35,0.833333333,0,0,0,1,0.023809524,1,0.023809524,0,0,0,0,101,2.404761905,25,0.595238095
Tage Thompson,BUF,RW,65,7,0.107692308,5,0.076923077,12,0.184615385,-22,-0.338461538,20,0.307692308,108,1.661538462,0,1,0.015384615,0,0,1,0.015384615,0,0,0,0,66,1.015384615,9,0.138461538
Kiefer Sherwood,ANH,LW,50,6,0.12,6,0.12,12,0.24,1,0.02,8,0.16,60,1.2,1,0,0,0,0,0,0,0,0,0,0,79,1.58,19,0.38
Brad Hunt,MIN,D,42,5,0.119047619,7,0.166666667,12,0.285714286,-2,-0.047619048,8,0.19047619,75,1.785714286,1,4,0.095238095,4,0.095238095,8,0.19047619,0,0,0,0,18,0.428571429,28,0.666666667
Adam Gaudette,VAN,C,56,5,0.089285714,7,0.125,12,0.214285714,-8,-0.142857143,18,0.321428571,55,0.982142857,1,0,0,2,0.035714286,2,0.035714286,0,0,0,0,48,0.857142857,15,0.267857143
Marcus Kruger,FA,C,74,4,0.054054054,8,0.108108108,12,0.162162162,-2,-0.027027027,30,0.405405405,74,1,2,0,0,0,0,0,0,0,0,1,0.013513514,51,0.689189189,34,0.459459459
