Name,Team,Pos,Games,G,GPG,A,APG,Pts,ptsPG,PLMI,PLMIPG,PIM,PIMPG,SOG,SOGPG,GWG,PPG,PPGPG,PPA,PPAPG,PPP,PPPPG,SHG,SHGPG,SHA,SHAPG,Hits,HitsPG,BS,BSPG
David Perron,STL,RW,57,23,0.403508772,23,0.403508772,46,0.807017544,3,0.052631579,46,0.807017544,112,1.964912281,1,7,0.122807018,7,0.122807018,14,0.245614035,0,0,0,0,52,0.912280702,13,0.228070175
Brett Connolly,FLA,RW,81,22,0.271604938,24,0.296296296,46,0.567901235,13,0.160493827,24,0.296296296,139,1.716049383,5,1,0.012345679,1,0.012345679,2,0.024691358,0,0,0,0,53,0.654320988,25,0.308641975
Travis Zajac,NJ,C,80,19,0.2375,27,0.3375,46,0.575,-25,-0.3125,20,0.25,120,1.5,3,5,0.0625,7,0.0875,12,0.15,2,0.025,0,0,66,0.825,38,0.475
Jeff Petry,MON,D,82,13,0.158536585,33,0.402439024,46,0.56097561,-5,-0.06097561,28,0.341463415,172,2.097560976,4,3,0.036585366,8,0.097560976,11,0.134146341,0,0,1,0.012195122,190,2.317073171,123,1.5
Ryan McDonagh,TB,D,82,9,0.109756098,37,0.451219512,46,0.56097561,38,0.463414634,34,0.414634146,128,1.56097561,1,0,0,3,0.036585366,3,0.036585366,0,0,3,0.036585366,98,1.195121951,161,1.963414634
Seth Jones,CLS,D,75,9,0.12,37,0.493333333,46,0.613333333,1,0.013333333,28,0.373333333,184,2.453333333,4,0,0,10,0.133333333,10,0.133333333,0,0,3,0.04,106,1.413333333,133,1.773333333
Brady Tkachuk,OTT,LW,71,22,0.309859155,23,0.323943662,45,0.633802817,-10,-0.14084507,75,1.056338028,214,3.014084507,3,4,0.056338028,6,0.084507042,10,0.14084507,0,0,0,0,174,2.450704225,26,0.366197183
John Klingberg,DAL,D,64,10,0.15625,35,0.546875,45,0.703125,6,0.09375,12,0.1875,153,2.390625,5,5,0.078125,15,0.234375,20,0.3125,0,0,0,0,42,0.65625,77,1.203125
Drew Doughty,LA,D,82,8,0.097560976,37,0.451219512,45,0.548780488,-34,-0.414634146,44,0.536585366,154,1.87804878,1,7,0.085365854,17,0.207317073,24,0.292682927,0,0,1,0.012195122,168,2.048780488,120,1.463414634
Erik Karlsson,SJ,D,53,3,0.056603774,42,0.79245283,45,0.849056604,6,0.113207547,22,0.41509434,169,3.188679245,1,2,0.037735849,18,0.339622642,20,0.377358491,0,0,0,0,44,0.830188679,69,1.301886792
Kasperi Kapanen,TOR,RW,78,20,0.256410256,24,0.307692308,44,0.564102564,12,0.153846154,27,0.346153846,174,2.230769231,3,1,0.012820513,2,0.025641026,3,0.038461538,2,0.025641026,0,0,92,1.179487179,19,0.243589744
Nazem Kadri,COL,C,73,16,0.219178082,28,0.383561644,44,0.602739726,-2,-0.02739726,43,0.589041096,184,2.520547945,5,4,0.054794521,9,0.123287671,13,0.178082192,0,0,0,0,85,1.164383562,13,0.178082192
Oliver Ekman-Larsson,ARI,D,81,14,0.172839506,30,0.37037037,44,0.543209877,-16,-0.197530864,52,0.641975309,176,2.172839506,2,5,0.061728395,14,0.172839506,19,0.234567901,1,0.012345679,2,0.024691358,162,2,52,0.641975309
Zach Werenski,CLS,D,82,11,0.134146341,33,0.402439024,44,0.536585366,-12,-0.146341463,18,0.219512195,168,2.048780488,1,2,0.024390244,13,0.158536585,15,0.182926829,0,0,0,0,67,0.817073171,89,1.085365854
Rasmus Dahlin,BUF,D,82,9,0.109756098,35,0.426829268,44,0.536585366,-13,-0.158536585,34,0.414634146,177,2.158536585,4,5,0.06097561,15,0.182926829,20,0.243902439,0,0,0,0,97,1.182926829,66,0.804878049
Mattias Ekholm,NSH,D,80,8,0.1,36,0.45,44,0.55,27,0.3375,47,0.5875,146,1.825,3,2,0.025,5,0.0625,7,0.0875,0,0,2,0.025,68,0.85,107,1.3375
Jakob Silfverberg,ANH,RW,73,24,0.328767123,19,0.260273973,43,0.589041096,-9,-0.123287671,28,0.383561644,163,2.232876712,4,3,0.04109589,8,0.109589041,11,0.150684932,2,0.02739726,1,0.01369863,38,0.520547945,43,0.589041096
Andreas Johnsson,TOR,LW,73,20,0.273972603,23,0.315068493,43,0.589041096,14,0.191780822,32,0.438356164,130,1.780821918,3,3,0.04109589,3,0.04109589,6,0.082191781,0,0,0,0,60,0.821917808,36,0.493150685
Rickard Rakell,ANH,C,69,18,0.260869565,25,0.362318841,43,0.623188406,-13,-0.188405797,27,0.391304348,194,2.811594203,2,6,0.086956522,7,0.101449275,13,0.188405797,0,0,0,0,82,1.188405797,38,0.550724638
Jared Spurgeon,MIN,D,82,14,0.170731707,29,0.353658537,43,0.524390244,-1,-0.012195122,20,0.243902439,152,1.853658537,0,4,0.048780488,7,0.085365854,11,0.134146341,0,0,1,0.012195122,91,1.109756098,145,1.768292683
Rasmus Ristolainen,BUF,D,78,5,0.064102564,38,0.487179487,43,0.551282051,-41,-0.525641026,38,0.487179487,182,2.333333333,2,1,0.012820513,16,0.205128205,17,0.217948718,0,0,0,0,235,3.012820513,121,1.551282051
Jake DeBrusk,BOS,LW,68,27,0.397058824,15,0.220588235,42,0.617647059,2,0.029411765,18,0.264705882,156,2.294117647,4,8,0.117647059,3,0.044117647,11,0.161764706,0,0,0,0,45,0.661764706,24,0.352941176
Jason Zucker,MIN,LW,81,21,0.259259259,21,0.259259259,42,0.518518519,-9,-0.111111111,28,0.345679012,214,2.641975309,5,7,0.086419753,7,0.086419753,14,0.172839506,0,0,0,0,87,1.074074074,38,0.469135802
Adam Henrique,ANH,C,82,18,0.219512195,24,0.292682927,42,0.512195122,-5,-0.06097561,24,0.292682927,122,1.487804878,3,8,0.097560976,5,0.06097561,13,0.158536585,0,0,1,0.012195122,78,0.951219512,71,0.865853659
Alex Kerfoot,TOR,C,78,15,0.192307692,27,0.346153846,42,0.538461538,-9,-0.115384615,38,0.487179487,116,1.487179487,1,4,0.051282051,12,0.153846154,16,0.205128205,0,0,0,0,22,0.282051282,29,0.371794872
Bobby Ryan,OTT,RW,78,15,0.192307692,27,0.346153846,42,0.538461538,-29,-0.371794872,35,0.448717949,160,2.051282051,1,7,0.08974359,9,0.115384615,16,0.205128205,0,0,0,0,77,0.987179487,49,0.628205128
Paul Stastny,VGK,C,50,13,0.26,29,0.58,42,0.84,14,0.28,30,0.6,103,2.06,2,1,0.02,3,0.06,4,0.08,1,0.02,1,0.02,35,0.7,15,0.3
Cody Eakin,VGK,C,78,22,0.282051282,19,0.243589744,41,0.525641026,19,0.243589744,16,0.205128205,120,1.538461538,3,1,0.012820513,3,0.038461538,4,0.051282051,3,0.038461538,0,0,88,1.128205128,35,0.448717949
Zach Hyman,TOR,RW,71,21,0.295774648,20,0.281690141,41,0.577464789,16,0.225352113,65,0.915492958,144,2.028169014,4,0,0,0,0,0,0,1,0.014084507,0,0,102,1.436619718,39,0.549295775
Alex Galchenyuk,PIT,RW,72,19,0.263888889,22,0.305555556,41,0.569444444,-19,-0.263888889,34,0.472222222,159,2.208333333,4,9,0.125,12,0.166666667,21,0.291666667,0,0,0,0,62,0.861111111,34,0.472222222
Bryan Little,WPG,C,82,15,0.182926829,26,0.317073171,41,0.5,-12,-0.146341463,26,0.317073171,126,1.536585366,5,4,0.048780488,3,0.036585366,7,0.085365854,0,0,2,0.024390244,62,0.756097561,29,0.353658537
Colin White,OTT,C,71,14,0.197183099,27,0.38028169,41,0.577464789,-24,-0.338028169,24,0.338028169,123,1.732394366,2,5,0.070422535,3,0.042253521,8,0.112676056,0,0,0,0,23,0.323943662,35,0.492957746
Alex Pietrangelo,STL,D,71,13,0.183098592,28,0.394366197,41,0.577464789,2,0.028169014,22,0.309859155,168,2.366197183,2,3,0.042253521,12,0.169014085,15,0.211267606,0,0,1,0.014084507,62,0.873239437,139,1.957746479
Darnell Nurse,EDM,D,82,10,0.12195122,31,0.37804878,41,0.5,-5,-0.06097561,87,1.06097561,196,2.390243902,1,1,0.012195122,8,0.097560976,9,0.109756098,0,0,1,0.012195122,162,1.975609756,146,1.780487805
Ryan Ellis,NSH,D,82,7,0.085365854,34,0.414634146,41,0.5,21,0.256097561,20,0.243902439,149,1.817073171,2,1,0.012195122,4,0.048780488,5,0.06097561,1,0.012195122,0,0,71,0.865853659,154,1.87804878
Tom Wilson,WAS,RW,63,22,0.349206349,18,0.285714286,40,0.634920635,11,0.174603175,128,2.031746032,130,2.063492063,2,3,0.047619048,2,0.031746032,5,0.079365079,2,0.031746032,0,0,200,3.174603175,52,0.825396825
Max Pacioretty,VGK,LW,66,22,0.333333333,18,0.272727273,40,0.606060606,-13,-0.196969697,36,0.545454545,191,2.893939394,5,4,0.060606061,4,0.060606061,8,0.121212121,0,0,0,0,119,1.803030303,20,0.303030303
Alex Killorn,TB,C,82,18,0.219512195,22,0.268292683,40,0.487804878,22,0.268292683,45,0.548780488,153,1.865853659,2,2,0.024390244,3,0.036585366,5,0.06097561,1,0.012195122,1,0.012195122,88,1.073170732,23,0.280487805
Micheal Ferland,VAN,LW,71,17,0.23943662,23,0.323943662,40,0.563380282,13,0.183098592,58,0.816901408,156,2.197183099,3,6,0.084507042,7,0.098591549,13,0.183098592,0,0,0,0,182,2.563380282,19,0.267605634
Mats Zuccarello,MIN,RW,48,12,0.25,28,0.583333333,40,0.833333333,-8,-0.166666667,24,0.5,104,2.166666667,1,3,0.0625,12,0.25,15,0.3125,0,0,0,0,57,1.1875,43,0.895833333
Duncan Keith,CHI,D,82,6,0.073170732,34,0.414634146,40,0.487804878,13,0.158536585,70,0.853658537,141,1.719512195,1,0,0,3,0.036585366,3,0.036585366,0,0,1,0.012195122,42,0.512195122,144,1.756097561
Frank Vatrano,FLA,LW,81,24,0.296296296,15,0.185185185,39,0.481481481,-10,-0.12345679,38,0.469135802,208,2.567901235,1,2,0.024691358,6,0.074074074,8,0.098765432,0,0,0,0,139,1.716049383,74,0.913580247
Anthony Cirelli,TB,C,82,19,0.231707317,20,0.243902439,39,0.475609756,25,0.304878049,34,0.414634146,123,1.5,5,0,0,1,0.012195122,1,0.012195122,5,0.06097561,1,0.012195122,94,1.146341463,49,0.597560976
Dougie Hamilton,CAR,D,82,18,0.219512195,21,0.256097561,39,0.475609756,0,0,54,0.658536585,259,3.158536585,2,2,0.024390244,5,0.06097561,7,0.085365854,0,0,0,0,160,1.951219512,91,1.109756098
Vinnie Hinostroza,ARI,C,72,16,0.222222222,23,0.319444444,39,0.541666667,-4,-0.055555556,14,0.194444444,152,2.111111111,3,3,0.041666667,2,0.027777778,5,0.069444444,0,0,0,0,69,0.958333333,41,0.569444444
Kevin Fiala,MIN,LW,83,13,0.156626506,26,0.313253012,39,0.469879518,-23,-0.277108434,36,0.43373494,174,2.096385542,2,2,0.024096386,9,0.108433735,11,0.13253012,0,0,0,0,42,0.506024096,20,0.240963855
Damon Severson,NJ,D,82,11,0.134146341,28,0.341463415,39,0.475609756,-27,-0.329268293,58,0.707317073,146,1.780487805,0,3,0.036585366,9,0.109756098,12,0.146341463,0,0,1,0.012195122,83,1.012195122,87,1.06097561
Alex Chiasson,EDM,RW,73,22,0.301369863,16,0.219178082,38,0.520547945,-1,-0.01369863,32,0.438356164,123,1.684931507,1,8,0.109589041,7,0.095890411,15,0.205479452,1,0.01369863,1,0.01369863,85,1.164383562,31,0.424657534
Craig Smith,NSH,RW,76,21,0.276315789,17,0.223684211,38,0.5,11,0.144736842,20,0.263157895,205,2.697368421,2,4,0.052631579,4,0.052631579,8,0.105263158,0,0,0,0,77,1.013157895,33,0.434210526
Pavel Buchnevich,NYR,LW,64,21,0.328125,17,0.265625,38,0.59375,-10,-0.15625,13,0.203125,119,1.859375,1,7,0.109375,5,0.078125,12,0.1875,0,0,0,0,60,0.9375,20,0.3125
Boone Jenner,CLS,LW,77,16,0.207792208,22,0.285714286,38,0.493506494,6,0.077922078,42,0.545454545,170,2.207792208,3,1,0.012987013,2,0.025974026,3,0.038961039,1,0.012987013,0,0,158,2.051948052,70,0.909090909
Tyler Bozak,STL,C,72,13,0.180555556,25,0.347222222,38,0.527777778,-3,-0.041666667,20,0.277777778,141,1.958333333,3,2,0.027777778,6,0.083333333,8,0.111111111,0,0,0,0,52,0.722222222,33,0.458333333
Derek Ryan,CGY,C,81,13,0.160493827,25,0.308641975,38,0.469135802,21,0.259259259,24,0.296296296,103,1.271604938,1,2,0.024691358,5,0.061728395,7,0.086419753,0,0,4,0.049382716,19,0.234567901,19,0.234567901
Nikolaj Ehlers,WPG,LW,62,21,0.338709677,16,0.258064516,37,0.596774194,2,0.032258065,15,0.241935484,158,2.548387097,4,2,0.032258065,5,0.080645161,7,0.112903226,0,0,0,0,27,0.435483871,16,0.258064516
Andrei Svechnikov,CAR,RW,82,20,0.243902439,17,0.207317073,37,0.451219512,0,0,62,0.756097561,189,2.304878049,3,0,0,5,0.06097561,5,0.06097561,0,0,0,0,123,1.5,26,0.317073171
Jordan Eberle,NYI,RW,78,19,0.243589744,18,0.230769231,37,0.474358974,-6,-0.076923077,17,0.217948718,160,2.051282051,5,7,0.08974359,5,0.064102564,12,0.153846154,0,0,0,0,36,0.461538462,35,0.448717949
Patric Hornqvist,PIT,RW,69,18,0.260869565,19,0.275362319,37,0.536231884,-3,-0.043478261,26,0.376811594,197,2.855072464,2,6,0.086956522,6,0.086956522,12,0.173913043,0,0,0,0,150,2.173913043,34,0.492753623
Patrick Marleau,FA,LW,82,16,0.195121951,21,0.256097561,37,0.451219512,-6,-0.073170732,28,0.341463415,161,1.963414634,3,4,0.048780488,6,0.073170732,10,0.12195122,0,0,0,0,74,0.902439024,41,0.5
Artem Anisimov,OTT,C,78,15,0.192307692,22,0.282051282,37,0.474358974,-2,-0.025641026,14,0.179487179,142,1.820512821,1,1,0.012820513,3,0.038461538,4,0.051282051,1,0.012820513,0,0,25,0.320512821,33,0.423076923
Joonas Donskoi,COL,RW,80,14,0.175,23,0.2875,37,0.4625,10,0.125,10,0.125,115,1.4375,4,1,0.0125,2,0.025,3,0.0375,0,0,0,0,36,0.45,36,0.45
Dominik Kahun,PIT,C,82,13,0.158536585,24,0.292682927,37,0.451219512,10,0.12195122,6,0.073170732,137,1.670731707,2,1,0.012195122,1,0.012195122,2,0.024390244,0,0,0,0,13,0.158536585,27,0.329268293
Aaron Ekblad,FLA,D,82,13,0.158536585,24,0.292682927,37,0.451219512,1,0.012195122,47,0.573170732,180,2.195121951,1,5,0.06097561,5,0.06097561,10,0.12195122,0,0,0,0,114,1.390243902,88,1.073170732
Shea Theodore,VGK,D,79,12,0.151898734,25,0.316455696,37,0.46835443,-4,-0.050632911,20,0.253164557,202,2.556962025,1,4,0.050632911,5,0.063291139,9,0.113924051,0,0,1,0.012658228,27,0.341772152,91,1.151898734
Taylor Hall,NJ,LW,33,11,0.333333333,26,0.787878788,37,1.121212121,-6,-0.181818182,16,0.484848485,113,3.424242424,3,1,0.03030303,11,0.333333333,12,0.363636364,0,0,0,0,22,0.666666667,29,0.878787879
Shayne Gostisbehere,PHI,D,78,9,0.115384615,28,0.358974359,37,0.474358974,-20,-0.256410256,22,0.282051282,180,2.307692308,2,4,0.051282051,10,0.128205128,14,0.179487179,0,0,0,0,46,0.58974359,102,1.307692308
Jake Muzzin,TOR,D,80,9,0.1125,28,0.35,37,0.4625,21,0.2625,47,0.5875,141,1.7625,1,1,0.0125,4,0.05,5,0.0625,0,0,1,0.0125,172,2.15,134,1.675
Ryan Pulock,NYI,D,82,9,0.109756098,28,0.341463415,37,0.451219512,21,0.256097561,22,0.268292683,180,2.195121951,3,3,0.036585366,6,0.073170732,9,0.109756098,0,0,0,0,143,1.743902439,148,1.804878049
Oliver Bjorkstrand,CLS,RW,77,23,0.298701299,13,0.168831169,36,0.467532468,8,0.103896104,8,0.103896104,161,2.090909091,1,3,0.038961039,0,0,3,0.038961039,0,0,0,0,43,0.558441558,34,0.441558442
Blake Coleman,NJ,C,78,22,0.282051282,14,0.179487179,36,0.461538462,-19,-0.243589744,71,0.91025641,213,2.730769231,3,3,0.038461538,0,0,3,0.038461538,3,0.038461538,2,0.025641026,225,2.884615385,44,0.564102564
Thomas Vanek,FA,LW,64,16,0.25,20,0.3125,36,0.5625,-12,-0.1875,26,0.40625,108,1.6875,1,4,0.0625,7,0.109375,11,0.171875,0,0,0,0,38,0.59375,13,0.203125
Lars Eller,WAS,C,81,13,0.160493827,23,0.283950617,36,0.444444444,-1,-0.012345679,37,0.456790123,163,2.012345679,1,0,0,3,0.037037037,3,0.037037037,1,0.012345679,2,0.024691358,69,0.851851852,47,0.580246914
Jaden Schwartz,STL,LW,69,11,0.15942029,25,0.362318841,36,0.52173913,-6,-0.086956522,16,0.231884058,183,2.652173913,1,2,0.028985507,3,0.043478261,5,0.072463768,0,0,0,0,61,0.884057971,27,0.391304348
Jared McCann,PIT,C,78,19,0.243589744,16,0.205128205,35,0.448717949,-1,-0.012820513,31,0.397435897,150,1.923076923,2,1,0.012820513,2,0.025641026,3,0.038461538,4,0.051282051,0,0,77,0.987179487,51,0.653846154
Ryan Strome,NYR,C,81,19,0.234567901,16,0.197530864,35,0.432098765,-3,-0.037037037,64,0.790123457,110,1.358024691,2,4,0.049382716,3,0.037037037,7,0.086419753,0,0,0,0,76,0.938271605,36,0.444444444
Bryan Rust,PIT,RW,72,18,0.25,17,0.236111111,35,0.486111111,10,0.138888889,24,0.333333333,141,1.958333333,4,0,0,0,0,0,0,2,0.027777778,2,0.027777778,119,1.652777778,59,0.819444444
Nick Bonino,NSH,C,81,17,0.209876543,18,0.222222222,35,0.432098765,27,0.333333333,18,0.222222222,118,1.456790123,1,3,0.037037037,0,0,3,0.037037037,0,0,1,0.012345679,24,0.296296296,70,0.864197531
Jimmy Vesey,BUF,LW,81,17,0.209876543,18,0.222222222,35,0.432098765,-6,-0.074074074,21,0.259259259,154,1.901234568,4,1,0.012345679,3,0.037037037,4,0.049382716,0,0,0,0,79,0.975308642,34,0.419753086
Nick Foligno,CLS,LW,73,17,0.232876712,18,0.246575342,35,0.479452055,12,0.164383562,44,0.602739726,141,1.931506849,2,2,0.02739726,2,0.02739726,4,0.054794521,0,0,0,0,175,2.397260274,51,0.698630137
Derek Stepan,ARI,C,72,15,0.208333333,20,0.277777778,35,0.486111111,-2,-0.027777778,14,0.194444444,195,2.708333333,3,1,0.013888889,2,0.027777778,3,0.041666667,3,0.041666667,0,0,50,0.694444444,51,0.708333333
Vince Dunn,STL,D,78,12,0.153846154,23,0.294871795,35,0.448717949,14,0.179487179,45,0.576923077,150,1.923076923,4,3,0.038461538,5,0.064102564,8,0.102564103,0,0,0,0,48,0.615384615,68,0.871794872
Justin Faulk,CAR,D,82,11,0.134146341,24,0.292682927,35,0.426829268,9,0.109756098,47,0.573170732,217,2.646341463,3,6,0.073170732,4,0.048780488,10,0.12195122,0,0,0,0,156,1.902439024,121,1.475609756
Frans Nielsen,DET,C,72,10,0.138888889,25,0.347222222,35,0.486111111,-7,-0.097222222,14,0.194444444,120,1.666666667,4,0,0,8,0.111111111,8,0.111111111,0,0,1,0.013888889,79,1.097222222,44,0.611111111
Travis Sanheim,PHI,D,82,9,0.109756098,26,0.317073171,35,0.426829268,-4,-0.048780488,22,0.268292683,121,1.475609756,2,2,0.024390244,3,0.036585366,5,0.06097561,0,0,0,0,45,0.548780488,133,1.62195122
Brandon Montour,BUF,D,82,8,0.097560976,27,0.329268293,35,0.426829268,-20,-0.243902439,56,0.682926829,181,2.207317073,2,1,0.012195122,5,0.06097561,6,0.073170732,0,0,0,0,99,1.207317073,121,1.475609756
Mikkel Boedker,OTT,LW,71,7,0.098591549,28,0.394366197,35,0.492957746,-23,-0.323943662,6,0.084507042,88,1.23943662,1,2,0.028169014,5,0.070422535,7,0.098591549,0,0,0,0,54,0.76056338,28,0.394366197
Ilya Kovalchuk,LA,RW,64,16,0.25,18,0.28125,34,0.53125,-26,-0.40625,10,0.15625,141,2.203125,1,4,0.0625,5,0.078125,9,0.140625,0,0,0,0,28,0.4375,19,0.296875
Michael Frolik,CGY,LW,65,16,0.246153846,18,0.276923077,34,0.523076923,24,0.369230769,26,0.4,132,2.030769231,4,0,0,0,0,0,0,2,0.030769231,0,0,57,0.876923077,22,0.338461538
Conor Sheary,BUF,LW,78,14,0.179487179,20,0.256410256,34,0.435897436,-18,-0.230769231,12,0.153846154,147,1.884615385,3,4,0.051282051,2,0.025641026,6,0.076923077,0,0,0,0,29,0.371794872,29,0.371794872
Tyler Toffoli,LA,RW,82,13,0.158536585,21,0.256097561,34,0.414634146,-16,-0.195121951,23,0.280487805,226,2.756097561,3,3,0.036585366,2,0.024390244,5,0.06097561,0,0,0,0,39,0.475609756,23,0.280487805
Charlie Coyle,BOS,RW,81,12,0.148148148,22,0.271604938,34,0.419753086,-1,-0.012345679,20,0.24691358,155,1.913580247,2,1,0.012345679,3,0.037037037,4,0.049382716,1,0.012345679,0,0,77,0.950617284,56,0.691358025
Jesperi Kotkaniemi,MON,C,79,11,0.139240506,23,0.291139241,34,0.430379747,1,0.012658228,26,0.329113924,134,1.696202532,2,1,0.012658228,4,0.050632911,5,0.063291139,0,0,0,0,66,0.835443038,41,0.518987342
Danton Heinen,BOS,C,77,11,0.142857143,23,0.298701299,34,0.441558442,13,0.168831169,16,0.207792208,114,1.480519481,2,1,0.012987013,6,0.077922078,7,0.090909091,0,0,0,0,54,0.701298701,36,0.467532468
Alexander Edler,VAN,D,56,10,0.178571429,24,0.428571429,34,0.607142857,3,0.053571429,54,0.964285714,128,2.285714286,2,4,0.071428571,13,0.232142857,17,0.303571429,0,0,1,0.017857143,127,2.267857143,166,2.964285714
Vincent Trocheck,FLA,C,55,10,0.181818182,24,0.436363636,34,0.618181818,-9,-0.163636364,54,0.981818182,158,2.872727273,1,3,0.054545455,10,0.181818182,13,0.236363636,1,0.018181818,0,0,112,2.036363636,42,0.763636364
T.J. Brodie,CGY,D,79,9,0.113924051,25,0.316455696,34,0.430379747,29,0.367088608,24,0.303797468,102,1.291139241,1,1,0.012658228,3,0.037974684,4,0.050632911,1,0.012658228,0,0,21,0.265822785,86,1.088607595
Ondrej Palat,TB,LW,64,8,0.125,26,0.40625,34,0.53125,4,0.0625,20,0.3125,100,1.5625,1,2,0.03125,6,0.09375,8,0.125,0,0,0,0,104,1.625,34,0.53125
Casey Cizikas,NYI,C,73,20,0.273972603,13,0.178082192,33,0.452054795,22,0.301369863,36,0.493150685,111,1.520547945,3,0,0,0,0,0,0,2,0.02739726,1,0.01369863,129,1.767123288,68,0.931506849
Anthony Duclair,OTT,LW,74,19,0.256756757,14,0.189189189,33,0.445945946,-2,-0.027027027,14,0.189189189,132,1.783783784,3,7,0.094594595,1,0.013513514,8,0.108108108,0,0,0,0,32,0.432432432,33,0.445945946
Oskar Lindblom,PHI,LW,81,17,0.209876543,16,0.197530864,33,0.407407407,-9,-0.111111111,20,0.24691358,162,2,2,2,0.024691358,1,0.012345679,3,0.037037037,0,0,0,0,68,0.839506173,52,0.641975309
Alex Iafallo,LA,C,82,15,0.182926829,18,0.219512195,33,0.402439024,-17,-0.207317073,22,0.268292683,148,1.804878049,2,2,0.024390244,4,0.048780488,6,0.073170732,0,0,0,0,87,1.06097561,54,0.658536585
Richard Panik,WAS,RW,75,14,0.186666667,19,0.253333333,33,0.44,-3,-0.04,44,0.586666667,140,1.866666667,2,0,0,2,0.026666667,2,0.026666667,1,0.013333333,0,0,137,1.826666667,52,0.693333333
Shea Weber,MON,D,58,14,0.24137931,19,0.327586207,33,0.568965517,15,0.25862069,28,0.482758621,166,2.862068966,3,5,0.086206897,1,0.017241379,6,0.103448276,0,0,0,0,129,2.224137931,110,1.896551724
Jeff Carter,LA,C,76,13,0.171052632,20,0.263157895,33,0.434210526,-20,-0.263157895,42,0.552631579,174,2.289473684,1,5,0.065789474,8,0.105263158,13,0.171052632,1,0.013157895,1,0.013157895,80,1.052631579,30,0.394736842
Miro Heiskanen,DAL,D,82,12,0.146341463,21,0.256097561,33,0.402439024,-14,-0.170731707,16,0.195121951,182,2.219512195,4,2,0.024390244,6,0.073170732,8,0.097560976,0,0,1,0.012195122,34,0.414634146,71,0.865853659
Robert Thomas,STL,C,70,9,0.128571429,24,0.342857143,33,0.471428571,-2,-0.028571429,14,0.2,80,1.142857143,0,3,0.042857143,4,0.057142857,7,0.1,0,0,0,0,13,0.185714286,22,0.314285714
Jesper Bratt,NJ,LW,51,8,0.156862745,25,0.490196078,33,0.647058824,-8,-0.156862745,6,0.117647059,91,1.784313725,1,1,0.019607843,7,0.137254902,8,0.156862745,0,0,0,0,36,0.705882353,22,0.431372549
Noah Hanifin,CGY,D,80,5,0.0625,28,0.35,33,0.4125,18,0.225,12,0.15,116,1.45,2,1,0.0125,4,0.05,5,0.0625,1,0.0125,1,0.0125,87,1.0875,83,1.0375
J.T. Compher,COL,C,66,16,0.242424242,16,0.242424242,32,0.484848485,-8,-0.121212121,31,0.46969697,118,1.787878788,3,4,0.060606061,5,0.075757576,9,0.136363636,3,0.045454545,0,0,33,0.5,59,0.893939394
Mark Jankowski,CGY,C,79,14,0.17721519,18,0.227848101,32,0.405063291,6,0.075949367,12,0.151898734,99,1.253164557,1,0,0,0,0,0,0,5,0.063291139,3,0.037974684,30,0.379746835,56,0.708860759
Scott Laughton,PHI,C,82,12,0.146341463,20,0.243902439,32,0.390243902,-11,-0.134146341,53,0.646341463,130,1.585365854,1,0,0,0,0,0,0,0,0,2,0.024390244,146,1.780487805,46,0.56097561
Esa Lindell,DAL,D,82,11,0.134146341,21,0.256097561,32,0.390243902,14,0.170731707,33,0.402439024,132,1.609756098,1,4,0.048780488,3,0.036585366,7,0.085365854,2,0.024390244,0,0,143,1.743902439,161,1.963414634
Mikhail Sergachev,TB,D,75,6,0.08,26,0.346666667,32,0.426666667,12,0.16,28,0.373333333,128,1.706666667,0,0,0,6,0.08,6,0.08,0,0,0,0,97,1.293333333,93,1.24
Valtteri Filppula,DET,C,72,17,0.236111111,14,0.194444444,31,0.430555556,19,0.263888889,16,0.222222222,78,1.083333333,4,0,0,0,0,0,0,1,0.013888889,0,0,12,0.166666667,34,0.472222222
Jason Pominville,FA,RW,73,16,0.219178082,15,0.205479452,31,0.424657534,-4,-0.054794521,4,0.054794521,134,1.835616438,3,1,0.01369863,1,0.01369863,2,0.02739726,0,0,0,0,18,0.246575342,20,0.273972603
Paul Byron,MON,C,56,15,0.267857143,16,0.285714286,31,0.553571429,16,0.285714286,17,0.303571429,94,1.678571429,3,0,0,1,0.017857143,1,0.017857143,2,0.035714286,1,0.017857143,114,2.035714286,36,0.642857143
Oskar Sundqvist,STL,C,74,14,0.189189189,17,0.22972973,31,0.418918919,-1,-0.013513514,22,0.297297297,113,1.527027027,2,0,0,1,0.013513514,1,0.013513514,1,0.013513514,1,0.013513514,101,1.364864865,31,0.418918919
Nolan Patrick,PHI,C,72,13,0.180555556,18,0.25,31,0.430555556,-8,-0.111111111,27,0.375,115,1.597222222,3,1,0.013888889,1,0.013888889,2,0.027777778,0,0,0,0,72,1,26,0.361111111
Artturi Lehkonen,MON,LW,82,11,0.134146341,20,0.243902439,31,0.37804878,10,0.12195122,32,0.390243902,176,2.146341463,4,0,0,0,0,0,0,0,0,0,0,120,1.463414634,39,0.475609756
Vladislav Namestnikov,NYR,C,78,11,0.141025641,20,0.256410256,31,0.397435897,-7,-0.08974359,44,0.564102564,119,1.525641026,3,1,0.012820513,2,0.025641026,3,0.038461538,2,0.025641026,3,0.038461538,140,1.794871795,62,0.794871795
Tyler Myers,VAN,D,80,9,0.1125,22,0.275,31,0.3875,11,0.1375,63,0.7875,156,1.95,3,0,0,7,0.0875,7,0.0875,1,0.0125,1,0.0125,97,1.2125,99,1.2375
